,Area,Chart,Message,Authority,Date,StartDate,EndDate,BroadcastingDate,GeometryType,Coordinates,lon_centroid,lat_centroid
46626,BAY OF BENGAL./BANGLADESH./DNC 03.,NO CHART,"1. HAZARDOUS OPERATIONS 2200Z TO 1700Z COMMENCING    DAILY 31 AUG THRU 29 SEP IN AREAS BOUND BY:    A. 21-20.83N 090-34.00E, 21-41.00N 091-14.00E,       21-20.83N 091-28.00E, 21-00.00N 090-47.83E.    B. 20-46.00N 090-00.00E, 20-58.00N 090-17.00E,       20-40.00N 090-38.00E, 20-28.00N 090-22.00E.    C. 20-07.00N 090-52.00E, 20-22.00N 091-06.00E,       20-00.00N 091-36.00E, 19-44.00N 091-21.00E.    D. 20-22.00N 091-06.00E, 20-46.50N 091-31.00E,       20-24.00N 091-59.00E, 20-00.00N 091-36.00E.    E. 21-18.00N 089-31.00E, 21-18.00N 089-50.00E,       21-04.00N 089-54.00E, 21-04.00N 089-34.00E.    F. 20-58.00N 089-34.00E, 20-58.00N 089-54.00E,       20-34.00N 089-54.00E, 20-34.00N 089-34.00E. 2. CANCEL THIS MSG 301800Z SEP 18.//",NAVAREA VIII,2018-08-28 00:00:00,2018-08-31,2018-09-30,2018-09-20,GeometryCollection,"[(90.866667, 20.116667, 0.0), (91.1, 20.366667, 0.0), (91.6, 20.0, 0.0), (91.35, 19.733334, 0.0), (90.866667, 20.116667, 0.0), (90.866667, 20.116667, 0.0), (91.233333, 20.05, 0.0)]",91.2030132598949,20.057127146157857
9011,GULF OF TONKIN./VIETNAM./DNC 23.,93620.,DANGEROUS WRECK IN VICINITY 20-47.53N 106-55.03E.//,HAIPHONG RADIO,2018-01-10 00:00:00,2018-06-27,2018-06-27,2018-06-27,Point,"[(106.917167, 20.792167, 0.0)]",106.917167,20.792167
11945,EASTERN CARIBBEAN SEA. /BRITISH VIRGIN ISLANDS. ,25611.,DANGEROUS WRECK IN 18-21.8N 064-35.3W.//,UKHO,2017-09-05 00:00:00,2018-07-03,2018-07-03,2018-07-03,Point,"[(-64.588334, 18.363334, 0.0)]",-64.588334,18.363334
19464,AEGEAN SEA./DNC 09.,NO CHART,"1. GUNNERY AND MISSILE OPERATIONS 0530Z TO SUNSET DAILY    WEDNESDAYS THRU SATURDAYS 01 JAN THRU 31 DEC 18:    A. IN AREA BOUND BY       36-18.00N 024-07.00E, 36-18.00N 025-59.00E,       36-25.00N 026-12.00E, 36-16.00N 026-40.00E,       35-36.00N 026-41.00E, 35-31.00N 024-11.00E,       35-36.00N 024-07.00E.    B. IN AREA WITHIN 1000 METERS OF 32-00.00N 024-13.00E.    C. IN AREA WITHIN 1000 METERS OF 35-28.00N 024-11.75E. 2. CANCEL THIS MSG 01 JAN 19.//",GREEK NAVTEX IRAKLEIO,2017-12-27 00:00:00,2018-07-19,2019-01-01,2018-07-19,GeometryCollection,"[(24.116667, 36.3, 0.0), (25.983334, 36.3, 0.0), (26.2, 36.416667, 0.0), (26.666667, 36.266667, 0.0), (26.683334, 35.6, 0.0), (24.183334, 35.516667, 0.0), (24.116667, 35.6, 0.0), (24.116667, 36.3, 0.0), (24.116667, 36.3, 0.0), (25.4, 35.966667, 0.0)]",25.282906616435437,35.969770971575635
11964,EASTERN CARIBBEAN SEA. /BRITISH VIRGIN ISLANDS.,25611.,22.2 METER DEPTH REPORTED IN 18-23.69N 064-34.84W.//,UKHO,2017-10-05 00:00:00,2018-07-03,2018-07-03,2018-07-03,Point,"[(-64.580667, 18.394834, 0.0)]",-64.580667,18.394834
37597,WESTERN CARIBBEAN SEA./CAYMAN ISLANDS.,27160.,DANGEROUS WRECK IN 19-41.68N 079-53.08W.//,UKHO,2018-02-28 00:00:00,2018-08-28,2018-08-28,2018-08-28,Point,"[(-79.884667, 19.694667, 0.0)]",-79.884667,19.694667
53287,EASTERN NORTH PACIFIC./COLOMBIA.,22050.,"OBSTRUCTIONS REPORTED IN: A. 01-53-42N 078-44-26W, 11.1 METERS. B. 01-52-59N 078-45-08W, 15.9 METERS. C. 01-52-35N 078-45-22W, 14.6 METERS. D. 01-52-33N 078-45-08W, 11.7 METERS. E. 01-51-21N 078-44-39W, 6.9 METERS. F. 01-51-22N 078-46-59W, 16.2 METERS. G. 01-50-45N 078-48-21W, 20.0 METERS.//",COLOMBIA,2017-11-18 00:00:00,2018-10-04,2018-10-04,2018-10-04,Point,"[(-78.756112, 1.876389, 0.0)]",-78.756112,1.876389
51779,SEA OF OKHOTSK./SAKHALIN./DNC 24.,NO CHART,"1. SURVEY OPERATIONS 18 SEP THRU 18 OCT BY    M/V FYODOR KOVROV IN AREA BOUND BY    51-34-55N 143-24-16E, 51-34-54N 144-06-13E,    51-32-36N 144-06-11E, 51-31-36N 144-43-29E,    50-47-58N 144-53-07E, 50-48-48N 143-40-02E.    ONE MILE BERTH REQUESTED. 2. CANCEL THIS MSG 19 OCT 18.//",NAVAREA XIII,2018-09-16 00:00:00,2018-09-18,2018-10-19,2018-10-02,GeometryCollection,"[(143.404445, 51.581945, 0.0), (144.103611, 51.581667, 0.0), (144.103056, 51.543334, 0.0), (144.724723, 51.526667, 0.0), (144.885278, 50.799445, 0.0), (143.667223, 50.813334, 0.0), (143.404445, 51.581945, 0.0), (143.404445, 51.581945, 0.0), (144.144861, 51.190695, 0.0)]",144.0924483721644,51.22741473102281
27879,BERING STRAIT.,16220.,"SCIENTIFIC MOORINGS ESTABLISHED: A. NB-17T, IN 65-03.88N 169-38.05W,    AT DEPTH 52 METERS, TOP FLOAT 27 METERS. B. BS-17T, IN 66-16.08N 168-54.10W,    AT DEPTH 57 METERS, TOP FLOAT 32 METERS.//",MAKOTO SAMPEI,2017-07-19 00:00:00,2018-08-07,2018-08-07,2018-08-07,Point,"[(-168.901667, 66.268, 0.0)]",-168.901667,66.268
40662,WESTERN NORTH ATLANTIC,NO CHART,".SURINAME. 1. SURVEY OPERATIONS 11 JUL THRU 15 SEP BY     M/V LADY LEE, M/V MARIA JOSE ll AND     M/V GEOEXPLORER IN:    A.06-09.63N 055-16.11W.        B.06-10.43N 055-06.97W.        C.06-09.52N 055-27.09W.        D.06-13.31N 055-54.27W.        E.06-08.35N 056-00.85W.        F.06-10.54N 055-45.61W.        G.06-07.94N 055-39.34W.    H.05-58.89N 056-07.31W.    I.06-13.54N 056-09.46W.    J.06-09.65N 056-53.11W.    K.06-08.42N 057-01.95W.    L.06-10.60N 056-00.85W.    M.06-09.90N 055-02.14W.    N.06-13.74N 055-11.06W.    O.06-05.99N 056-40.09W.    THREE MILE BERTH REQUESTED. 2. CANCEL THIS MSG 16 SEP 18.//",SURINAME,2018-07-06 00:00:00,2018-07-11,2018-09-16,2018-09-04,Point,"[(-56.885167, 6.160834, 0.0)]",-56.885167,6.160834
24611,EASTERN MEDITERRANEAN SEA.,NO CHART,"LIBYA. DNC 09. VESSEL, NUMEROUS PERSONS ON BOARD,  REQUESTING ASSISTANCE IN 33-14N 014-00E AT 220613Z JUL. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE. REPORTS TO RCC LIBYA  PHONE: 2182 1444 6799, FAX: 2182 1360 6868,  E-MAIL: SAR@ANS.CAA.GOV.LY OR LIBYAN NAVY COAST GUARD, PHONE: 2182 1444 9488, FAX: 2182 1360 6868, E-MAIL: LIBYAN.NAVAL.COMMS.CENTRE@GMAIL.COM OR RCC MALTA, PHONE: 356 2124 9784, FAX: 356 2180 9860, E-MAIL: RCCMALTA@GOV.MT OR MRCC TUNIS,  PHONE: 216 7156 0244, FAX: 216 7156 1804, E-MAIL: TUNISIANNAVY@DEFENCE.TN OR MRCC ROME,  PHONE: 3906 5908 4527, 3906 5908 4409, FAX: 390 6592 2737, 3906 5908 4793, E-MAIL: ITMRCC@MIT.GOV.IT.//",MRCC ROME,2018-07-22 00:00:00,2018-07-30,2018-07-30,2018-07-30,Point,"[(14.0, 33.233334, 0.0)]",14.0,33.233334
21196,SOUTHEASTERN INDIAN OCEAN./AUSTRALIA-SOUTHWEST COAST./DNC 04.,NO CHART,UNDERWATER OPERATIONS IN PROGRESS UNTIL  FURTHER NOTICE IN AREA BETWEEN  31-30S 31-45S AND 115-00E 115-26E. THREE MILE BERTH REQUESTED.//,AUSCOAST,2018-07-03 00:00:00,2018-07-23,2018-07-23,2018-07-23,GeometryCollection,"[(115.433334, -31.5, 0.0), (115.0, -31.5, 0.0), (115.0, -31.75, 0.0), (115.433334, -31.75, 0.0), (115.433334, -31.5, 0.0), (115.433334, -31.5, 0.0), (115.216667, -31.625, 0.0)]",115.23342747053889,-31.615330512642178
11352,WESTERN NORTH ATLANTIC./GUYANA.,24380.,DANGEROUS WRECKS IN: A. 06-48.485N 058-10.472W. B. 06-49.680N 058-09.915W. C. 06-52.994N 058-07.505W. WIDE BERTH REQUESTED.//,GUYANA,2018-04-26 00:00:00,2018-07-02,2018-07-02,2018-07-02,Point,"[(-58.174534, 6.808084, 0.0)]",-58.174534,6.808084
21480,EASTERN NORTH PACIFIC./COLOMBIA.,22050.,"OBSTRUCTIONS REPORTED IN: A. 01-53-42N 078-44-26W, 11.1 METERS. B. 01-52-59N 078-45-08W, 15.9 METERS. C. 01-52-35N 078-45-22W, 14.6 METERS. D. 01-52-33N 078-45-08W, 11.7 METERS. E. 01-51-21N 078-44-39W, 6.9 METERS. F. 01-51-22N 078-46-59W, 16.2 METERS. G. 01-50-45N 078-48-21W, 20.0 METERS.//",COLOMBIA,2017-11-18 00:00:00,2018-07-23,2018-07-23,2018-07-23,Point,"[(-78.752223, 1.883056, 0.0)]",-78.752223,1.883056
7016,EASTERN CARIBBEAN SEA./ANGUILLA.,25613.,"DANGEROUS SUBMERGED ROCKS IN: A. 18-17.1N 063-15.2W, LEAST DEPTH 2.3 METERS. B. 18-17.0N 063-13.9W, LEAST DEPTH 9.9 METERS. C. 18-17.0N 063-08.7W, LEAST DEPTH 7.8 METERS. D. 18-16.8N 063-08.5W, LEAST DEPTH 6.0 METERS. E. 18-16.7N 063-08.7W, LEAST DEPTH 5.4 METERS.//",UKHO,2017-02-15 00:00:00,2018-06-22,2018-06-22,2018-06-22,Point,"[(-63.231667, 18.283334, 0.0)]",-63.231667,18.283334
2983,WESTERN SOUTH ATLANTIC./BRAZIL-EAST COAST./DNC 01.,24190.,BELMONTE LIGHT 15-51.8S 038-52.5W UNLIT.//,NAVAREA V COASTAL E,2018-05-15 00:00:00,2018-06-14,2018-06-14,2018-06-14,Point,"[(-38.875, -15.863333, 0.0)]",-38.875,-15.863333
51715,NORTH ATLANTIC./DNC 01.,NO CHART,"M/V ALTA DISABLED AND ADRIFT IN 24-13.06N 043-47.05W. VESSELS IN VICINITY  REQUESTED TO KEEP A SHARP LOOKOUT,  ASSIST IF POSSIBLE. REPORTS TO RCC NORFOLK, PHONE: 757 398 6390, FAX: 757 398 6392,  E-MAIL: RCCNORFOLK@USCG.MIL.//",RCC NORFOLK,2018-10-01 00:00:00,2018-10-02,2018-10-02,2018-10-02,Point,"[(-43.784167, 24.217667, 0.0)]",-43.784167,24.217667
10572,BAY OF CAMPECHE./MEXICO.,28260.,SAN BARTOLO HILL LIGHT 19-49.0N 090-35.0W CHANGED TO: FL (3) W 12 SEC 78 METERS 18 MILES.//,MEXICO IV,2017-02-03 00:00:00,2018-06-29,2018-06-29,2018-06-29,Point,"[(-90.583334, 19.816667, 0.0)]",-90.583334,19.816667
5921,WESTERN NORTH ATLANTIC.,NO CHART,"BAHAMAS. DNC 15, DNC 16. VESSEL BLACK BETTY REPORTS PERSON REQUIRING MEDICAL ASSISTANCE IN VICINITY OF 26-00N 078-00W. VESSELS IN VICINITY ABLE TO PROVIDE MEDICAL ASSISTANCE REQUESTED TO ASSIST IF POSSIBLE.  REPORTS TO RCC MIAMI, PHONE: 305 415 6800,  E-MAIL: RCCMIAMI@USCG.MIL.//",RCC MIAMI,2018-06-03 00:00:00,2018-06-21,2018-06-21,2018-06-21,Point,"[(-78.0, 26.0, 0.0)]",-78.0,26.0
41843,SOUTH CHINA SEA./VIETNAM./DNC 23.,93560.,DANGEROUS WRECK VICINITY 17-43.6N 106-30.7E.//,HAIPHONG RADIO,2016-10-22 00:00:00,2018-09-06,2018-09-06,2018-09-06,Point,"[(106.511667, 17.726667, 0.0)]",106.511667,17.726667
36979,ARCTIC./BEAUFORT SEA./CHUKCHI SEA.,803.,"DNC 27. 1. SCIENTIFIC MOORING TU-1 76-00.00N 160-10.00W REMOVED. 2. SCIENTIFIC MOORINGS, TOP FLOAT 30 METERS, REMAIN:    A. BGOS-A 75-00.01N 150-00.00W, AT DEPTH 3826 METERS.    B. BGOS-D 73-59.64N 139-58.95W, AT DEPTH 3504 METERS.    C. BGOS-B 77-59.99N 150-00.00W, AT DEPTH 3824 METERS. 3. CANCEL HYDROARC 160/12.//",NOTSHIP A,2016-09-04 00:00:00,2018-08-28,2018-08-28,2018-08-28,Point,"[(-139.9825, 73.994, 0.0)]",-139.9825,73.994
36686,BAY OF BENGAL./INDIA./DNC 03.,NO CHART,"1. HAZARDOUS OPERATIONS 0130Z TO 0830Z AND     0930Z TO 1430Z DAILY 24, 25 AND 29 THRU 31 AUG IN:    A. AREA BOUND BY 19-14.6N 084-53.7E,        19-07.39N 085-35.94E, 18-33.61N 084-53.74E.    B. AREA WITHIN 40 MILES OF TRACKLINE BETWEEN       19-07.39N 085-35.94E AND 18-33.61N 084-53.74E. 2. CANCEL THIS MSG 311530Z AUG 18.//",NAVAREA VIII,2018-08-20 00:00:00,2018-08-27,2018-08-31,2018-08-27,GeometryCollection,"[(84.895, 19.243334, 0.0), (85.599, 19.123167, 0.0), (84.895667, 18.560167, 0.0), (84.895, 19.243334, 0.0), (84.895, 19.243334, 0.0), (85.247, 18.90175, 0.0)]",85.13000399183642,18.98446989181675
40157,ENGLISH CHANNEL./FRANCE./ENGLAND./DNC 20.,37115.,1. DANGEROUS WRECK IN 50-02.93N 000-19.46E. 2. CANCEL HYDROLANT 322/18.//,WZ,2018-03-12 00:00:00,2018-09-04,2018-09-04,2018-09-04,Point,"[(0.324334, 50.048834, 0.0)]",0.324334,50.048834
45126,AEGEAN SEA./DNC 09.,NO CHART,"1. GUNNERY AND MISSILE OPERATIONS 0530Z TO SUNSET DAILY    WEDNESDAYS THRU SATURDAYS 01 JAN THRU 31 DEC 18:    A. IN AREA BOUND BY       36-18.00N 024-07.00E, 36-18.00N 025-59.00E,       36-25.00N 026-12.00E, 36-16.00N 026-40.00E,       35-36.00N 026-41.00E, 35-31.00N 024-11.00E,       35-36.00N 024-07.00E.    B. IN AREA WITHIN 1000 METERS OF 32-00.00N 024-13.00E.    C. IN AREA WITHIN 1000 METERS OF 35-28.00N 024-11.75E. 2. CANCEL THIS MSG 01 JAN 19.//",GREEK NAVTEX IRAKLEIO,2017-12-27 00:00:00,2018-09-18,2019-01-01,2018-09-18,GeometryCollection,"[(24.116667, 36.3, 0.0), (25.983334, 36.3, 0.0), (26.2, 36.416667, 0.0), (26.666667, 36.266667, 0.0), (26.683334, 35.6, 0.0), (24.183334, 35.516667, 0.0), (24.116667, 35.6, 0.0), (24.116667, 36.3, 0.0), (24.116667, 36.3, 0.0), (25.4, 35.966667, 0.0)]",25.282906616435437,35.969770971575635
31313,BAY OF BENGAL./BANGLADESH./DNC 03.,NO CHART,1. HAZARDOUS OPERATIONS 0100Z TO 1700Z DAILY    12 THRU 14 AUG IN AREAS WITHIN SEVEN MILES     OF TRACKLINE BETWEEN    22-23.50N 091-45.33E AND 22-20.75N 091-45.71E. 2. CANCEL THIS MSG 141800Z AUG 18.//,NAVAREA VIII,2018-08-08 00:00:00,2018-08-14,2018-08-14,2018-08-14,GeometryCollection,"[(91.630655, 22.376745, 0.0), (91.629628, 22.391667, 0.0), (91.630705, 22.406945, 0.0), (91.633917, 22.421959, 0.0), (91.639209, 22.436454, 0.0), (91.650841, 22.456682, 0.0), (91.660864, 22.468823, 0.0), (91.672507, 22.479644, 0.0), (91.685569, 22.488958, 0.0), (91.699828, 22.496608, 0.0), (91.71504, 22.502463, 0.0), (91.730944, 22.506422, 0.0), (91.7555, 22.50867, 0.0), (91.77193, 22.507669, 0.0), (91.788079, 22.504684, 0.0), (91.80367, 22.499767, 0.0), (91.818437, 22.493, 0.0), (91.838494, 22.479644, 0.0), (91.855362, 22.462906, 0.0), (91.868392, 22.443428, 0.0), (91.874693, 22.429287, 0.0), (91.878954, 22.414501, 0.0), (91.886679, 22.360759, 0.0), (91.887437, 22.338175, 0.0), (91.883417, 22.315525, 0.0), (91.874725, 22.294036, 0.0), (91.861695, 22.274534, 0.0), (91.844827, 22.257772, 0.0), (91.82477, 22.244392, 0.0), (91.802294, 22.234912, 0.0), (91.778263, 22.229695, 0.0), (91.753601, 22.228943, 0.0), (91.729256, 22.232686, 0.0), (91.706162, 22.240778, 0.0), (91.691903, 22.248441, 0.0), (91.672828, 22.263013, 0.0), (91.657175, 22.280766, 0.0), (91.648942, 22.294036, 0.0), (91.64025, 22.315525, 0.0), (91.637038, 22.330549, 0.0), (91.630655, 22.376745, 0.0), (91.630655, 22.376745, 0.0), (91.758532, 22.368806, 0.0)]",91.75027935024337,22.369276088343838
16502,CELTIC SEA./ENGLAND./DNC 19.,"36035,",DEPTHS REPORTED: A. 3.3 METERS IN 49-54.20N 006-27.24W. B. 12.5 METERS IN 49-54.80N 006-26.09W. C. 18.1 METERS IN 49-57.69N 006-22.80W. D. 16.4 METERS IN 49-58.44N 006-21.42W.//,WZ,2017-10-18 00:00:00,2018-07-13,2018-07-13,2018-07-13,Point,"[(-6.357, 49.974, 0.0)]",-6.357,49.974
48275,BEAUFORT SEA./CANADA./DNC 27.,15926.,"SUB-SURFACE SCIENTIFIC MOORINGS ESTABLISHED IN: A. 69-46.31N 139-15.49W, TOP FLOAT 26 METRES.  B. 69-54.53N 138-59.95W, TOP FLOAT 390 METRES. C. 70-02.91N 138-47.69W, TOP FLOAT 230 METRES. D. 70-15.10N 138-47.47W, TOP FLOAT 390 METRES.  E. 70-51.79N 135-01.45W, TOP FLOAT 35 METRES.  F. 70-00.09N 135-29.42W, TOP FLOAT 638 METRES.//",NAVAREA XVII,2017-10-08 00:00:00,2018-09-25,2018-09-25,2018-09-25,Point,"[(-138.999167, 69.908834, 0.0)]",-138.999167,69.908834
11755,SOUTH CHINA SEA./VIETNAM./DNC 11.,93480.,"1. DANGEROUS WRECKS IN:    A. 13-45.00N 109-14.50E.    B. 13-45.00N 109-15.10E.    C. 13-44.60N 109-14.40E.    D. 13-44.15N 109-14.00E.    E. 13-44.00N 109-13.30E.    F. 13-42.70N 109-14.35E.    G. 13-44.70N 109-14.80E. 2. CANCEL HYDROPAC 3787/17, 3794/17, 3802/17,    3806/17.//",HAIPHONG RADIO,2017-11-05 00:00:00,2018-07-03,2018-07-03,2018-07-03,Point,"[(109.241667, 13.75, 0.0)]",109.241667,13.75
27475,SINGAPORE STRAIT./DNC 03.,71252.,RACON AT HELEN MAR REEF LIGHT 01-07.4N 103-46.5E OFF AIR.//,NAVAREA XI,2015-12-10 00:00:00,2018-08-07,2018-08-07,2018-08-07,Point,"[(103.775, 1.123334, 0.0)]",103.775,1.123334
40686,WESTERN NORTH ATLANTIC./VENEZUELA.,24390.,PUNTA BARIMA LIGHT 08-35.1N 060-25.0W DESTROYED.//,VENEZUELA,2018-08-23 00:00:00,2018-09-04,2018-09-04,2018-09-04,Point,"[(-60.416667, 8.585, 0.0)]",-60.416667,8.585
31163,WESTERN NORTH PACIFIC./CAROLINE ISLANDS./DNC 12.,81133.,9.5 METER SHOAL REPORTED IN 06-41.3N 142-58.3E.//,NAVAREA XI,2017-04-20 00:00:00,2018-08-14,2018-08-14,2018-08-14,Point,"[(142.971667, 6.688334, 0.0)]",142.971667,6.688334
23545,EASTERN CARIBBEAN SEA./TRINIDAD.,24404.,1. LIGHTS UNLIT:    A. CHACACHACARE 10-41.9N 061-45.1W.    B. PUNTA DEL ARENAL 10-02.9N 061-55.6W. 2. CANCEL NAVAREA IV 51/18.//,TRINIDAD,2018-02-07 00:00:00,2018-07-26,2018-07-26,2018-07-26,Point,"[(-61.926667, 10.048334, 0.0)]",-61.926667,10.048334
46947,ARCTIC./BEAUFORT SEA./CHUKCHI SEA.,803.,"DNC 27. 1. SCIENTIFIC MOORING TU-1 76-00.00N 160-10.00W REMOVED. 2. SCIENTIFIC MOORINGS, TOP FLOAT 30 METERS, REMAIN:    A. BGOS-A 75-00.01N 150-00.00W, AT DEPTH 3826 METERS.    B. BGOS-D 73-59.64N 139-58.95W, AT DEPTH 3504 METERS.    C. BGOS-B 77-59.99N 150-00.00W, AT DEPTH 3824 METERS. 3. CANCEL HYDROARC 160/12.//",NOTSHIP A,2016-09-04 00:00:00,2018-09-21,2018-09-21,2018-09-21,Point,"[(-150.0, 75.000167, 0.0)]",-150.0,75.000167
3745,BLACK SEA./UKRAINE./DNC 10.,NO CHART,"1. GUNNERY EXERCISES 0500Z TO 1700Z DAILY     UNTIL 30 JUN EXCEPT SUNDAYS IN AREA BOUND BY    44-52.8N 032-54.9E, 44-58.0N 033-03.0E,    44-51.6N 033-10.9E, 44-47.5N 033-11.0E,    44-45.0N 033-05.5E. 2. CANCEL HYDROLANT 1386/18. 3. CANCEL THIS MSG 301800Z JUN 18.//",NAVAREA III,2018-05-31 00:00:00,2018-06-15,2018-06-30,2018-06-15,GeometryCollection,"[(32.915, 44.88, 0.0), (33.05, 44.966667, 0.0), (33.181667, 44.86, 0.0), (33.183334, 44.791667, 0.0), (33.091667, 44.75, 0.0), (32.915, 44.88, 0.0), (32.915, 44.88, 0.0), (33.049167, 44.858333, 0.0)]",33.04851115602114,44.8591328615057
25715,WESTERN NORTH ATLANTIC,NO CHART,".SURINAME. 1. SURVEY OPERATIONS 11 JUL THRU 15 SEP BY     M/V LADY LEE, M/V MARIA JOSE ll AND     M/V GEOEXPLORER IN:    A.06-09.63N 055-16.11W.        B.06-10.43N 055-06.97W.        C.06-09.52N 055-27.09W.        D.06-13.31N 055-54.27W.        E.06-08.35N 056-00.85W.        F.06-10.54N 055-45.61W.        G.06-07.94N 055-39.34W.    H.05-58.89N 056-07.31W.    I.06-13.54N 056-09.46W.    J.06-09.65N 056-53.11W.    K.06-08.42N 057-01.95W.    L.06-10.60N 056-00.85W.    M.06-09.90N 055-02.14W.    N.06-13.74N 055-11.06W.    O.06-05.99N 056-40.09W.    THREE MILE BERTH REQUESTED. 2. CANCEL THIS MSG 16 SEP 18.//",SURINAME,2018-07-06 00:00:00,2018-07-11,2018-09-16,2018-07-31,Point,"[(-56.668167, 6.099834, 0.0)]",-56.668167,6.099834
33341,NORTH SEA./ENGLAND./DNC 20.,37166.,1. UNEXPLODED ORDNANCE IN AREA BOUND BY    51-59.4N 51-59.9N AND 001-25.9E 001-26.9E. 2. CANCEL HYDROLANT 1759/18.//,WZ,2018-07-09 00:00:00,2018-08-17,2018-08-17,2018-08-17,GeometryCollection,"[(1.448334, 51.99, 0.0), (1.431667, 51.99, 0.0), (1.431667, 51.998334, 0.0), (1.448334, 51.998334, 0.0), (1.448334, 51.99, 0.0), (1.448334, 51.99, 0.0), (1.44, 51.994167, 0.0)]",1.4406549567894105,51.993839732336326
6785,CORAL SEA./DNC 05.,74220.,LITTLE BUGATTI REEF LIGHT 20-01.2S 150-15.4E UNRELIABLE.//,AUSCOAST,2016-11-14 00:00:00,2018-06-22,2018-06-22,2018-06-22,Point,"[(150.256667, -20.02, 0.0)]",150.256667,-20.02
42226,WESTERN NORTH ATLANTIC.,NO CHART,"1. SURVEY OPERATIONS 22 AUG THRU 30 SEP BY     M/V RAMFORM HYPERION TOWING 16 8100 METER     LONG CABLES IN AREA BOUND BY     48-26N 046-37W, 48-26N 048-06W,     47-41N 048-07W, 47-41N 046-37W.     WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 01 OCT 18.//",RAMFORM HYPERION,2018-08-20 00:00:00,2018-08-22,2018-10-01,2018-09-06,GeometryCollection,"[(-46.616667, 48.433334, 0.0), (-48.1, 48.433334, 0.0), (-48.116667, 47.683334, 0.0), (-46.616667, 47.683334, 0.0), (-46.616667, 48.433334, 0.0), (-46.616667, 48.433334, 0.0), (-47.366667, 48.058334, 0.0)]",-47.304111856357736,48.08670156221409
24740,GULF OF TONKIN./VIETNAM./DNC 23.,93560.,DANGEROUS WRECK VICINITY 17-59N 106-32E.//,HAIPHONG RADIO,2018-06-11 00:00:00,2018-07-30,2018-07-30,2018-07-30,Point,"[(106.533334, 17.983334, 0.0)]",106.533334,17.983334
24681,ARABIAN SEA./GULF OF KHAMBHAT./INDIA./DNC 03.,63080.,"1. PLATFORMS UNLIT IN:    A. B12-1, 20-05.74N 071-48.58E.    B. C-23, 20-32.19N 072-09.17E.    C. C-26, 20-11.66N 071-52.27E.    D. C-24-P3, 20-19.08N 071-00.88E.    E. C-24-P4, 20-18.78N 072-02.13E. 2. CANCEL HYDROPAC 1577/17.//",NAVAREA VIII,2017-05-12 00:00:00,2018-07-30,2018-07-30,2018-07-30,Point,"[(72.0355, 20.313, 0.0)]",72.0355,20.313
39878,WESTERN CARIBBEAN SEA./CAYMAN ISLANDS.,27160.,DANGEROUS WRECK IN 19-41.68N 079-53.08W.//,UKHO,2018-02-28 00:00:00,2018-08-31,2018-08-31,2018-08-31,Point,"[(-79.884667, 19.694667, 0.0)]",-79.884667,19.694667
1732,ARABIAN SEA./GULF OF KHAMBHAT./INDIA./DNC 03.,63080.,"1. PLATFORMS UNLIT IN:    A. B12-1, 20-05.74N 071-48.58E.    B. C-23, 20-32.19N 072-09.17E.    C. C-26, 20-11.66N 071-52.27E.    D. C-24-P3, 20-19.08N 071-00.88E.    E. C-24-P4, 20-18.78N 072-02.13E. 2. CANCEL HYDROPAC 1577/17.//",NAVAREA VIII,2017-05-12 00:00:00,2018-06-12,2018-06-12,2018-06-12,Point,"[(72.0355, 20.313, 0.0)]",72.0355,20.313
50278,NORTH SEA./SHETLAND ISLANDS./DNC 20.,"35063,",1. DEPTHS REPORTED:    A. 5.3 METERS IN 60-13.19N 001-11.47W.    B. 5.7 METERS IN 60-13.54N 001-10.65W.    C. 6.6 METERS IN 60-13.74N 001-10.38W.    D. 17.5 METERS IN 60-13.74N 001-09.19W.    E. 17.4 METERS IN 60-13.80N 001-10.26W.    F. 8.3 METERS IN 60-15.05N 001-04.82W.    G. 4.1 METERS IN 60-15.16N 001-07.85W.    H. 25.7 METERS IN 60-23.54N 000-49.80W.    I. 8.2 METERS IN 60-23.81N 000-47.74W.    J. 10.0 METERS IN 60-23.90N 000-48.94W.    K. 2.9 METERS IN 60-24.00N 000-47.34W.    L. 2.5 METERS IN 60-24.48N 000-47.87W.    M. 24.9 METERS IN 60-28.61N 001-04.52W.    N. 15.5 METERS IN 60-28.74N 001-04.51W. 2. CANCEL HYDROLANT 1243/17.//,WZ,2017-05-31 00:00:00,2018-09-28,2018-09-28,2018-09-28,Point,"[(-1.1775, 60.225667, 0.0)]",-1.1775,60.225667
39019,EASTERN CARIBBEAN SEA./ANGUILLA.,25600.,"DANGEROUS SUBMERGED ROCKS IN: A. 18-16.5N 063-08.2W, LEAST DEPTH 6.9 METERS. B. 18-16.3N 062-59.6W, LEAST DEPTH 9.8 METERS. C. 18-14.9N 063-04.4W, LEAST DEPTH 6.3 METERS. D. 18-15.3N 063-04.1W, LEAST DEPTH 7.8 METERS. E. 18-15.4N 063-03.9W, LEAST DEPTH 11.5 METERS.//",UKHO,2017-02-15 00:00:00,2018-08-30,2018-08-30,2018-08-30,Point,"[(-63.073334, 18.248334, 0.0)]",-63.073334,18.248334
